Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Restricted Access,RD Blends,RD Blends (French),RD Blended with Biodiesel,RD Maximum Biodiesel Level,NPS Unit Name,CNG Station Sells Renewable Natural Gas,LNG Station Sells Renewable Natural Gas,Maximum Vehicle Class,EV Workplace Charging,Funding Sources
ELEC,Casey's - Tesla Supercharger,205 Lindquist St,,Onamia,MN,56359,,877-798-3752,E,,Public,24 hours daily. Please check Tesla's online station map to see if an adapter is required at this location.,A D Debit M V,,,,,,8,,Tesla,https://www.tesla.com/supercharger,GPS,46.066625,-93.663163,2024-07-01,316895,2024-08-14 18:58:22 UTC,P,,,2023-11-02,,,,,TESLA,US,,,,Public,,public,,,GAS_STATION,,,,,,,,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Culver's - Tesla Supercharger,1140 Frontage Rd W,,Owatonna,MN,55060,,877-798-3752,E,,Public,24 hours daily. Please check Tesla's online station map to see if an adapter is required at this location.,A D Debit M V,,,,,,12,,Tesla,https://www.tesla.com/supercharger,GPS,44.095802,-93.249586,2024-07-01,316897,2024-08-14 18:58:22 UTC,P,,,2023-11-02,,,,,TESLA,US,,,,Public,,public,,,SHOPPING_CENTER,,,,,,,,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Holiday Stationstores - Tesla Supercharger,1704 1st Ave NE,,Little Falls,MN,56345,,877-798-3752,E,,Public,24 hours daily. Please check Tesla's online station map to see if an adapter is required at this location.,A D Debit M V,,,,,,8,,Tesla,https://www.tesla.com/supercharger,GPS,45.9752673,-94.335443,2024-07-01,316905,2024-08-14 18:58:22 UTC,P,,,2023-11-02,,,,,TESLA,US,,,,Public,,public,,,GAS_STATION,,,,,,,,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Edison at Rice Creek Phase 4,5901 Rice Creek Pkwy,,Shoreview,MN,55126,,,E,,Private,Contact site for information,A ANDROID_PAY APPLE_PAY CREDIT D M,,,,,2,,,AMPUP,https://ampup.io/,GPS,45.1189573,-93.1868802,2023-12-13,319474,2024-01-31 22:07:01 UTC,P,,,2023-09-18,,,,,J1772,US,,,,Privé,,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,LD,false,
ELEC,Edison at Woodbury,326 Karen Dr,,Woodbury,MN,55129,,,E,,Private,Contact site for information,A ANDROID_PAY APPLE_PAY CREDIT D M,,,,,4,,,AMPUP,https://ampup.io/,GPS,44.9422878,-92.8840296,2023-12-13,319528,2024-01-31 22:07:01 UTC,P,,,2023-06-02,,,,,J1772,US,,,,Privé,,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,LD,false,
ELEC,Faribault Crossroads Development,1575 NW 20th Street,,Faribault,MN,55021,,888-356-8911,E,,Public,24 hours daily,,,,,,2,,,FLO,https://flo.ca/,GPS,44.311024,-93.290115,2024-12-09,319839,2024-12-09 03:37:59 UTC,,,,2023-11-15,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,MB OF ST. PAUL STATION 1,2780 Maplewood Drive,Customer Parking,Maplewood,MN,55109,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,45.024576,-93.047077,2024-12-10,319853,2024-12-10 01:14:26 UTC,,,,2023-11-16,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,DAKOTA COUNTY KAPOSIA,131 7th Ave N,,South Saint Paul,MN,55075,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,44.891379,-93.042418,2024-12-10,320022,2024-12-10 02:01:44 UTC,,,,2023-11-17,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,DAKOTA COUNTY KAPOSIA 2,131 7th Ave N,,South Saint Paul,MN,55075,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,44.89137,-93.042348,2024-12-10,320023,2024-12-10 02:01:44 UTC,,,,2023-11-17,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Steele-Waseca Cooperative Electric,2411 W Bridge St,,Owatonna,MN,55060,,313-262-6722,E,,Public - Credit card at all times,24 hours daily,A D Debit M V,,,,,,4,,RED_E,https://www.redecharge.com/,GPS,44.0835792502624,-93.2577641378944,2023-12-13,320150,2024-01-31 22:07:01 UTC,P,,,2023-11-16,,,,,J1772COMBO,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,COOP,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,CITY OF EDINA CITY HALL 4,4801 W 50th St,,Minneapolis,MN,55424,,888-758-4389,E,,Public,Mon 12:00am - 11:45pm; Tue 12:00am - 11:45pm; Wed 12:00am - 11:45pm; Thu 12:00am - 11:45pm; Fri 12:00am - 11:45pm; Sat 12:00am - 11:45pm; Sun 12:00am - 11:45pm,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,44.91139,-93.347792,2024-12-10,320260,2024-12-10 02:01:54 UTC,,,,2023-11-18,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,CITY OF CARVER STATION 1,1801 Ironwood Drive,North East side of the parks parking lot,Carver,MN,55315,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,44.770054,-93.648367,2024-12-10,320367,2024-12-10 02:01:48 UTC,,,,2023-11-21,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,KDC Management Strip Mall,730 Apollo Drive,,Lino Lakes,MN,55014,,888-998-2546,T,2024-07-02,TEMPORARILY UNAVAILABLE (Public),24 hours daily,,,,,,1,,,Blink Network,http://www.blinkcharging.com/,GPS,45.18249705164779,-93.10827136181437,2024-12-10,320497,2024-12-10 00:27:23 UTC,,,,2023-11-21,,,,,J1772,US,,,,TEMPORAIREMENT SUSPENDU (Public),,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Macalester College Tennis Courts,168 S Macalester St,,St Paul,MN,55105,,313-262-6722,E,,Public - Credit card at all times,24 hours daily,A D Debit M V,,,,,,2,,RED_E,https://www.redecharge.com/,GPS,44.9362406282997,-93.169542227253,2023-12-13,321164,2024-01-31 22:07:01 UTC,P,,,2023-11-30,,,,,J1772COMBO,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,COLLEGE_CAMPUS,,,,,,,$0.32 per kWh,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Rochester Chevrolet Cadillac,1000 12th st SW,,Rochester,MN,55902,,866-816-7584,E,,Public,24 hours daily,,,,,,,1,,EV Connect,http://evconnect.com/,GPS,44.006211,-92.476199,2024-12-09,321509,2024-12-09 03:13:19 UTC,,,,2023-12-06,,,,,J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,City of Grand Rapids - Library,140 2nd St,,Grand Rapids,MN,55744,,888-356-8911,E,,Public,24 hours daily,,,,,,2,,,FLO,https://flo.ca/,GPS,47.233236,-93.52492,2024-12-09,321525,2024-12-09 03:38:01 UTC,,,,2023-12-06,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,City of Grand Rapids - Chamber of Commerce,1 NW 3rd Street,,Grand Rapids,MN,55744,,888-356-8911,E,,Public,24 hours daily,,,,,,2,,,FLO,https://flo.ca/,GPS,47.235231,-93.529476,2024-12-09,322456,2024-12-09 03:38:01 UTC,,,,2023-12-09,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,City of Grand Rapids - Central School,10 NW 5th Street,,Grand Rapids,MN,55744,,888-356-8911,E,,Public,24 hours daily,,,,,,4,,,FLO,https://flo.ca/,GPS,47.236819,-93.529034,2024-12-09,322457,2024-12-09 03:38:01 UTC,,,,2023-12-09,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,City of Grand Rapids - Civic Center,1401 3rd Avenue NW,,Grand Rapids,MN,55741,,888-356-8911,E,,Public,24 hours daily,,,,,,2,,,FLO,https://flo.ca/,GPS,47.247801,-93.535978,2024-12-09,322458,2024-12-09 03:38:01 UTC,,,,2023-12-09,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Rochester Ford,4900 Highway 52 North,,Rochester,MN,55901,,888-998-2546,E,,Public,24 hours daily,,,,,,,2,,Blink Network,http://www.blinkcharging.com/,GPS,44.07472794278536,-92.5041080454375,2024-12-10,323282,2024-12-10 00:09:21 UTC,,,,2023-12-08,,,,,J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,LUTHER BMW PPM NORTH LOT,2828 US-52,,Rochester,MN,55901,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,44.054143,-92.493119,2024-12-10,323337,2024-12-10 02:03:19 UTC,,,,2023-12-22,,,,,J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,394 HYUNDAI CUSTOMER PARK,6661 Wayzata Blvd,East lot north side,St. Louis Park,MN,55426,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,44.970716,-93.364433,2024-12-10,323409,2024-12-10 01:49:37 UTC,,,,2023-12-23,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,1112 3rd St W,1112 3rd St W,,Thief River Falls,MN,56701,,866-816-7584,T,2024-12-01,TEMPORARILY UNAVAILABLE (Public),24 hours daily,,,,,,,2,,EV Connect,http://evconnect.com/,GPS,48.119184,-96.198506,2024-12-09,323664,2024-12-09 03:16:47 UTC,,,,2023-12-30,,,,,J1772COMBO,US,,,,TEMPORAIREMENT SUSPENDU (Public),,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,CircleK - Jordan,255 Triangle Ln,,Jordan,MN,55352,,833-505-2291,E,,Public - Credit card at all times,24 hours daily,CREDIT,,,,,,4,,CIRCLE_K,https://www.circlek.com/charge/,200-8,44.67047,-93.63847,2024-01-09,323710,2024-01-31 22:07:01 UTC,P,,,2023-11-30,,,,,J1772COMBO,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,CONVENIENCE_STORE,,,,,,,,,,,,,,,,,false,,,,,,,,MD,false,
ELEC,Corporate Office North,501 16th Avenue Northeast,,Austin,MN,55912,,888-998-2546,E,,Public,24 hours daily,,,,,,1,,,Blink Network,http://www.blinkcharging.com/,GPS,43.682495,-92.967882,2024-12-10,324902,2024-12-10 00:09:01 UTC,,,,2024-01-09,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Corporate Office South,1101 Main Street North,,Austin,MN,55912,,888-998-2546,E,,Public,24 hours daily,,,,,,1,,,Blink Network,http://www.blinkcharging.com/,GPS,43.677443,-92.975629,2024-12-10,324907,2024-12-10 00:15:13 UTC,,,,2024-01-04,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,R&D Innovation Center (Pilot Plant),1816 4th Street Northeast,,Austin,MN,55912,,888-998-2546,E,,Public,24 hours daily,,,,,,1,,,Blink Network,http://www.blinkcharging.com/,GPS,43.68434,-92.969543,2024-12-10,324909,2024-12-10 00:17:26 UTC,,,,2024-01-09,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,SPAM Museum,101 3rd Avenue Northeast,,Austin,MN,55912,,888-998-2546,E,,Public,24 hours daily,,,,,,1,,,Blink Network,http://www.blinkcharging.com/,GPS,43.669463,-92.974157,2024-12-10,324910,2024-12-10 00:17:28 UTC,,,,2024-01-04,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,R&D Lab,2107 8th Drive Northeast,,Austin,MN,55912,,888-998-2546,E,,Public,24 hours daily,,,,,,1,,,Blink Network,http://www.blinkcharging.com/,GPS,43.688658,-92.961795,2024-12-10,324911,2024-12-10 00:17:37 UTC,,,,2024-01-04,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Jay Malone Motors,1165 Hwy 7 W,,Hutchinson,MN,55350,,888-998-2546,E,,Public,24 hours daily,,,,,,,1,,Blink Network,http://www.blinkcharging.com/,GPS,44.89493297633024,-94.39342587456919,2024-12-10,324914,2024-12-10 00:27:28 UTC,,,,2023-12-07,,,,,J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,HYBB BUILDING,8100 Lakeland Ave N,"Located outside the new car delivery garage doors, near parking lot.",Brooklyn Park,MN,55445,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,45.102077,-93.388808,2024-12-10,325283,2024-12-10 01:55:01 UTC,,,,2024-01-12,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,HYBB ROW 2,8100 Lakeland Ave N,Location on end of curb island in parking lot near frontage road.,Brooklyn Park,MN,55445,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,45.101976,-93.388946,2024-12-10,325284,2024-12-10 01:55:01 UTC,,,,2024-01-12,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Viking Lakes Bldg A,740 Vikings Parkway,,Eagan,MN,55121,,855-885-9571,E,,Public,,,,,,,7,,,OpConnect,https://opconnect-ev.com,GPS,44.857174,-93.122748,2024-12-09,325423,2024-12-09 03:08:09 UTC,,,,2024-01-13,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,50 SOUTH SIXTH 50SS.L5.#1,50 South 6th St,,Minneapolis,MN,55402,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,44.978487,-93.27205,2024-12-10,326042,2024-12-10 02:03:14 UTC,,,,2024-01-19,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,50 SOUTH SIXTH 50SS.L5.#2,50 South 6th St,,Minneapolis,MN,55402,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,44.978422,-93.272071,2024-12-10,326045,2024-12-10 02:03:24 UTC,,,,2024-01-19,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Hy-Vee Grocery Store - Tesla Supercharger,1235 Oxford St,,Worthington,MN,56187,,877-798-3752,E,,Public,24 hours daily. Please check Tesla's online station map to see if an adapter is required at this location.,A D Debit M V,,,,,,8,,Tesla,https://www.tesla.com/supercharger,GPS,43.631533,-95.595239,2024-07-01,326161,2024-08-14 18:58:22 UTC,P,,,2024-01-18,,,,,TESLA,US,,,,Public,,public,,,GROCERY,,,,,,,,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,HENNEPIN COUNTY HC GOV CNT#1-P2,300 South 6th St,"Enter Government Center Ramp (underground) from S 3rd Ave, between S 5th St & S 6th St, proceed to Level P2.",Minneapolis,MN,55487,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,44.975623,-93.266295,2024-12-10,326309,2024-12-10 02:04:21 UTC,,,,2024-01-23,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Engineered Products Company,5401 Smetana Road,,Minnetonka,MN,55343,,888-998-2546,E,,Public,24 hours daily,,,,,,1,,,Blink Network,http://www.blinkcharging.com/,GPS,44.90575804712941,-93.40499914490478,2024-12-10,326514,2024-12-10 00:04:50 UTC,,,,2024-01-24,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Hackensack Municipal Parking Lot,108 1st N,,Hackensack,MN,56452,,,E,,Public - Credit card at all times,24 hours daily,A D Debit M V,,,,,2,,,Non-Networked,,GPS,46.9310634147337,-94.5223334109572,2024-02-12,326675,2024-02-12 21:24:44 UTC,P,,,2024-01-25,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,PARKING_LOT,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Luther Cadillac,3500 N Hwy 61,,Vadnais Heights,MN,55110,,888-998-2546,E,,Public,24 hours daily,,,,,,,2,,Blink Network,http://www.blinkcharging.com/,GPS,45.0472356917807,-93.03608758167762,2024-12-10,326948,2024-12-10 00:28:16 UTC,,,,2024-01-29,,,,,J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Harrison Ford of Mankato - Level2,1935 Madison Avenue,,Mankato,MN,56001,,888-998-2546,E,,Public,24 hours daily,,,,,,2,,,Blink Network,http://www.blinkcharging.com/,GPS,44.165453,-93.945785,2024-12-10,327142,2024-12-10 00:16:02 UTC,,,,2023-12-08,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,PK1 PK1,5799 West 16th Street,Parking Lot,St. Louis Park,MN,55416,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,44.966898,-93.350841,2024-12-10,327339,2024-12-10 02:04:16 UTC,,,,2024-02-02,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Apple CDJR of Shakopee,1684 Weston Ct.,,Shakopee,MN,55379,,866-816-7584,E,,Public,24 hours daily,,,,,,,6,,EV Connect,http://evconnect.com/,GPS,44.774324,-93.509743,2024-12-09,327587,2024-12-09 03:15:13 UTC,,,,2024-02-06,,,,,J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,LEXUS WAYZATA LEXUS CHARGER,16100 Wayzata Boulevard,Front Island,Wayzata,MN,55391,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,44.972098,-93.482067,2024-12-10,327697,2024-12-10 02:04:23 UTC,,,,2024-02-07,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,ANOKA RAMSEY CC ATC 2,1355 W Highway 10,,Anoka,MN,55303,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,45.21414,-93.414539,2024-12-10,327712,2024-12-10 02:05:18 UTC,,,,2024-02-07,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,ANOKA RAMSEY CC ATC 1,1355 US-10,,Anoka,MN,55303,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,45.216597,-93.417043,2024-12-10,327713,2024-12-10 02:05:20 UTC,,,,2024-02-07,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Davis Chevrolet of Delano,"505 Babcock Blvd,",,Delano,MN,55328,,866-816-7584,E,,Public,24 hours daily,,,,,,,1,,EV Connect,http://evconnect.com/,GPS,45.034636,-93.781423,2024-12-09,327917,2024-12-09 03:16:43 UTC,,,,2024-02-08,,,,,J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,CHEV WAYZATA STATION 2,16200 Wayzata Blvd,The charger is located at the front of the building in the parking lot on an island near the frontage road.,Wayzata,MN,55391,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,44.97198,-93.484666,2024-12-10,328151,2024-12-10 02:04:50 UTC,,,,2024-02-10,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,LUTHER BMW BMW 01,2828 US-52,,Rochester,MN,55901,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.946815,-92.351367,2024-12-10,328452,2024-12-10 01:50:31 UTC,,,,2024-02-15,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,LUTHER BMW BMW 02,2828 US-52,,Rochester,MN,55901,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.946777,-92.351368,2024-12-10,328453,2024-12-10 01:50:31 UTC,,,,2024-02-15,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,MERIDIAN BLUE MERIDIAN 102,7785 218th St W,East Parking lot,Lakeville,MN,55044,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,44.635236,-93.22317,2024-12-10,328459,2024-12-10 02:03:24 UTC,,,,2024-02-15,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,MERIDIAN BLUE MERIDIAN 101,7785 218th St W,East Parking lot,Lakeville,MN,55044,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,44.635261,-93.22319,2024-12-10,328460,2024-12-10 02:03:25 UTC,,,,2024-02-15,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,CircleK - Rochester,1851 Assisi Dr NW,,Rochester,MN,55901,,833-505-2291,E,,Public,24 Hours Daily,CREDIT,,,,,,4,,CIRCLE_K,https://www.circlek.com/charge/,200-8,44.04307,-92.4863,2024-03-14,328627,2024-03-14 18:02:10 UTC,P,,,2023-01-09,,,,,J1772COMBO,US,,,,Public,,public,,,CONVENIENCE_STORE,,,,,,,,,,,,,,,,,false,,,,,,,,MD,false,
ELEC,CircleK - St Cloud,4255 Roosevelt Rd,,Saint Cloud,MN,56301,,833-505-2291,E,,Public,24 hours daily,CREDIT,,,,,,4,,CIRCLE_K,https://www.circlek.com/charge/,200-8,45.49793,-94.15106,2024-03-14,328630,2024-03-14 18:02:10 UTC,P,,,2023-02-08,,,,,J1772COMBO,US,,,,Public,,public,,,CONVENIENCE_STORE,,,,,,,,,,,,,,,,,false,,,,,,,,MD,false,
ELEC,Warners’ Stellian,2605 Broadway Street Northeast,,Minneapolis,MN,55413,,888-998-2546,E,,Public,24 hours daily,,,,,,2,,,Blink Network,http://www.blinkcharging.com/,GPS,44.99956110822697,-93.22415097530701,2024-12-10,328640,2024-12-10 00:16:41 UTC,,,,2024-02-09,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Wieser Park Pavilion,1817 County Rd 6,,La Crescent,MN,55947,,,E,,Public,24 hours daily,,,,,,1,,,Non-Networked,,200-8,43.82749,-91.33003,2024-03-14,328718,2024-03-14 18:02:10 UTC,P,,,2023-09-12,,,,,J1772,US,,,,Public,,public,,,PARK,,,,,,,$0.17 per kWh,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Diamond Buick GMC of Alexandria,5803 State Highway 29 S,,Alexandria,MN,56308,,888-809-4696,E,,Public - Credit card at all times,24 hours daily,CREDIT,,,,,,1,,Non-Networked,,GPS,45.83521190755044,-95.3866599013519,2024-03-14,329179,2024-08-16 17:00:28 UTC,P,,,2024-02-22,,,,,CHADEMO J1772COMBO,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,CAR_DEALER,,,,,,,$0.40 per kWh,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Parking Garage Stall #12,6051 Laurel Ave,,Golden Valley,MN,55416,,888-998-2546,E,,Public,24 hours daily,,,,,,1,,,Blink Network,http://www.blinkcharging.com/,GPS,44.975233,-93.3563069,2024-12-10,329775,2024-12-10 00:06:51 UTC,,,,2022-06-23,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Hopkins Honda,250 5th Ave S,,Hopkins,MN,55343,,888-998-2546,E,,Public,24 hours daily,,,,,,2,,,Blink Network,http://www.blinkcharging.com/,GPS,44.920120283069515,-93.40933247055256,2024-12-10,329943,2024-12-10 00:04:48 UTC,,,,2024-03-06,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,4th and Park Apartments,700 South 4th Street,,Minneapolis,MN,55415,,888-998-2546,E,,Public,24 hours daily,,,,,,2,,,Blink Network,http://www.blinkcharging.com/,GPS,44.97624756533509,-93.25936489435884,2024-12-10,330376,2024-12-10 00:19:45 UTC,,,,2024-03-13,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,North Loop Green,360 North 5th Street,,Minneapolis,MN,55401,,888-998-2546,E,,Public,24 hours daily,,,,,,3,,,Blink Network,http://www.blinkcharging.com/,GPS,44.98338142276183,-93.27621183296321,2024-12-10,330881,2024-12-10 00:11:22 UTC,,,,2024-03-20,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,DAKOTA COUNTY SMART CENTER,9260 Courthouse Boulevard,,Inver Grove Heights,MN,55077,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,44.816007,-93.04624,2024-12-10,330906,2024-12-10 02:06:53 UTC,,,,2024-03-21,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
